Sensor_ID,Year,Month,Hourly_Counts,sensor_description,sensor_name,installation_date,status,note,direction_1,direction_2,latitude,longitude,location
1,2020,September,98.97777777777777,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,April,850.2277777777778,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,August,210.39112903225808,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,December,1040.3131720430108,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,February,527.1428571428571,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,January,618.0900537634409,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,July,534.7137096774194,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,June,693.9662698412699,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,March,703.8440860215054,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,May,712.2822580645161,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,November,856.9375,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,October,269.7540322580645,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2021,September,145.17222222222222,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2022,April,862.7388888888889,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2022,August,765.4771505376344,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2022,February,701.2886904761905,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2022,January,554.6706989247311,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2022,July,771.1061827956989,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2022,June,735.6819444444444,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2022,March,766.7486559139785,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
1,2022,May,714.5389784946236,Bourke Street Mall (North),Bou292_T,2009/03/24,A,,East,West,-37.8134944,144.96515324,"(-37.8134944, 144.96515324)"
2,2009,August,1139.5873655913979,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2009,December,1374.0564516129032,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2009,July,1179.6908602150538,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2009,June,823.6611111111112,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2009,May,844.7204301075269,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2009,November,1138.723611111111,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2009,October,1165.2029569892472,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2009,September,1162.1888888888889,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2010,April,1082.1486111111112,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2010,August,1008.1586021505376,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2010,December,1602.7244623655913,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2010,February,1060.8244047619048,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2010,January,1048.4193548387098,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2010,July,1084.6935483870968,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
2,2010,June,1062.8791666666666,Bourke Street Mall (South),Bou283_T,2009/03/30,A,,East,West,-37.81380667,144.96516719,"(-37.81380667, 144.96516719)"
