Sensor_Name,Time,Day,Hourly_Counts,latitude,longitude
231 Bourke St,12,Tuesday,772.1142857142858,-37.81333081,144.96675572
231 Bourke St,12,Wednesday,774.1714285714286,-37.81333081,144.96675572
231 Bourke St,13,Friday,768.1176470588235,-37.81333081,144.96675572
231 Bourke St,13,Monday,695.1714285714286,-37.81333081,144.96675572
231 Bourke St,13,Saturday,843.1428571428571,-37.81333081,144.96675572
231 Bourke St,13,Sunday,592.3428571428572,-37.81333081,144.96675572
231 Bourke St,13,Thursday,800.2941176470588,-37.81333081,144.96675572
231 Bourke St,13,Tuesday,775.9142857142857,-37.81333081,144.96675572
231 Bourke St,13,Wednesday,786.6,-37.81333081,144.96675572
231 Bourke St,14,Friday,650.7352941176471,-37.81333081,144.96675572
231 Bourke St,14,Monday,556.0857142857143,-37.81333081,144.96675572
231 Bourke St,14,Saturday,872.1714285714286,-37.81333081,144.96675572
231 Bourke St,14,Sunday,605.6,-37.81333081,144.96675572
231 Bourke St,14,Thursday,624.3529411764706,-37.81333081,144.96675572
231 Bourke St,14,Tuesday,584.0,-37.81333081,144.96675572
231 Bourke St,14,Wednesday,601.9142857142857,-37.81333081,144.96675572
231 Bourke St,15,Friday,604.8529411764706,-37.81333081,144.96675572
231 Bourke St,15,Monday,481.65714285714284,-37.81333081,144.96675572
231 Bourke St,15,Saturday,826.4285714285714,-37.81333081,144.96675572
231 Bourke St,15,Sunday,551.7142857142857,-37.81333081,144.96675572
231 Bourke St,15,Thursday,535.4117647058823,-37.81333081,144.96675572
231 Bourke St,15,Tuesday,513.0285714285715,-37.81333081,144.96675572
231 Bourke St,15,Wednesday,517.4571428571429,-37.81333081,144.96675572
231 Bourke St,16,Friday,607.5588235294117,-37.81333081,144.96675572
231 Bourke St,16,Monday,443.9142857142857,-37.81333081,144.96675572
231 Bourke St,16,Saturday,755.3714285714286,-37.81333081,144.96675572
231 Bourke St,16,Sunday,532.9714285714285,-37.81333081,144.96675572
231 Bourke St,16,Thursday,550.8823529411765,-37.81333081,144.96675572
231 Bourke St,16,Tuesday,506.42857142857144,-37.81333081,144.96675572
231 Bourke St,16,Wednesday,529.4,-37.81333081,144.96675572
231 Bourke St,17,Friday,687.7647058823529,-37.81333081,144.96675572
231 Bourke St,17,Monday,478.4,-37.81333081,144.96675572
231 Bourke St,17,Saturday,725.4857142857143,-37.81333081,144.96675572
231 Bourke St,17,Sunday,457.74285714285713,-37.81333081,144.96675572
231 Bourke St,17,Thursday,667.7352941176471,-37.81333081,144.96675572
231 Bourke St,17,Tuesday,578.6857142857143,-37.81333081,144.96675572
231 Bourke St,17,Wednesday,599.2571428571429,-37.81333081,144.96675572
231 Bourke St,18,Friday,648.7058823529412,-37.81333081,144.96675572
231 Bourke St,18,Monday,382.57142857142856,-37.81333081,144.96675572
231 Bourke St,18,Saturday,650.9714285714285,-37.81333081,144.96675572
231 Bourke St,18,Sunday,426.37142857142857,-37.81333081,144.96675572
231 Bourke St,18,Thursday,541.7647058823529,-37.81333081,144.96675572
231 Bourke St,18,Tuesday,430.42857142857144,-37.81333081,144.96675572
231 Bourke St,18,Wednesday,466.1714285714286,-37.81333081,144.96675572
231 Bourke St,19,Friday,613.0588235294117,-37.81333081,144.96675572
231 Bourke St,19,Monday,302.77142857142854,-37.81333081,144.96675572
231 Bourke St,19,Saturday,649.2857142857143,-37.81333081,144.96675572
231 Bourke St,19,Sunday,399.0857142857143,-37.81333081,144.96675572
231 Bourke St,19,Thursday,460.7647058823529,-37.81333081,144.96675572
231 Bourke St,19,Tuesday,324.3142857142857,-37.81333081,144.96675572
231 Bourke St,19,Wednesday,361.45714285714286,-37.81333081,144.96675572
231 Bourke St,20,Friday,589.0294117647059,-37.81333081,144.96675572
231 Bourke St,20,Monday,274.8,-37.81333081,144.96675572
231 Bourke St,20,Saturday,638.5714285714286,-37.81333081,144.96675572
231 Bourke St,20,Sunday,329.25714285714287,-37.81333081,144.96675572
231 Bourke St,20,Thursday,422.6470588235294,-37.81333081,144.96675572
231 Bourke St,20,Tuesday,290.6857142857143,-37.81333081,144.96675572
231 Bourke St,20,Wednesday,326.22857142857146,-37.81333081,144.96675572
231 Bourke St,21,Friday,540.4705882352941,-37.81333081,144.96675572
231 Bourke St,21,Monday,209.65714285714284,-37.81333081,144.96675572
231 Bourke St,21,Saturday,566.3714285714286,-37.81333081,144.96675572
231 Bourke St,21,Sunday,296.6857142857143,-37.81333081,144.96675572
231 Bourke St,21,Thursday,370.2352941176471,-37.81333081,144.96675572
231 Bourke St,21,Tuesday,263.22857142857146,-37.81333081,144.96675572
231 Bourke St,21,Wednesday,295.1714285714286,-37.81333081,144.96675572
231 Bourke St,22,Friday,622.7352941176471,-37.81333081,144.96675572
231 Bourke St,22,Monday,152.5142857142857,-37.81333081,144.96675572
231 Bourke St,22,Saturday,753.1428571428571,-37.81333081,144.96675572
231 Bourke St,22,Sunday,220.22857142857143,-37.81333081,144.96675572
231 Bourke St,22,Thursday,360.38235294117646,-37.81333081,144.96675572
231 Bourke St,22,Tuesday,200.57142857142858,-37.81333081,144.96675572
231 Bourke St,22,Wednesday,247.4857142857143,-37.81333081,144.96675572
231 Bourke St,23,Friday,479.6764705882353,-37.81333081,144.96675572
231 Bourke St,23,Monday,94.65714285714286,-37.81333081,144.96675572
231 Bourke St,23,Saturday,527.1142857142858,-37.81333081,144.96675572
231 Bourke St,23,Sunday,138.4,-37.81333081,144.96675572
231 Bourke St,23,Thursday,203.8235294117647,-37.81333081,144.96675572
231 Bourke St,23,Tuesday,125.31428571428572,-37.81333081,144.96675572
231 Bourke St,23,Wednesday,136.31428571428572,-37.81333081,144.96675572
Alfred Place,0,Friday,21.352941176470587,-37.81379749,144.96995745
Alfred Place,0,Monday,15.588235294117647,-37.81379749,144.96995745
Alfred Place,0,Saturday,47.794117647058826,-37.81379749,144.96995745
Alfred Place,0,Sunday,53.529411764705884,-37.81379749,144.96995745
Alfred Place,0,Thursday,13.352941176470589,-37.81379749,144.96995745
Alfred Place,0,Tuesday,10.771428571428572,-37.81379749,144.96995745
Alfred Place,0,Wednesday,12.6,-37.81379749,144.96995745
Alfred Place,1,Friday,8.029411764705882,-37.81379749,144.96995745
Alfred Place,1,Monday,8.911764705882353,-37.81379749,144.96995745
Alfred Place,1,Saturday,26.352941176470587,-37.81379749,144.96995745
Alfred Place,1,Sunday,31.941176470588236,-37.81379749,144.96995745
Alfred Place,1,Thursday,7.4411764705882355,-37.81379749,144.96995745
Alfred Place,1,Tuesday,6.3428571428571425,-37.81379749,144.96995745
Alfred Place,1,Wednesday,5.457142857142857,-37.81379749,144.96995745
Alfred Place,2,Friday,5.588235294117647,-37.81379749,144.96995745
Alfred Place,2,Monday,4.617647058823529,-37.81379749,144.96995745
Alfred Place,2,Saturday,14.705882352941176,-37.81379749,144.96995745
Alfred Place,2,Sunday,23.941176470588236,-37.81379749,144.96995745
Alfred Place,2,Thursday,5.205882352941177,-37.81379749,144.96995745
Alfred Place,2,Tuesday,5.085714285714285,-37.81379749,144.96995745
Alfred Place,2,Wednesday,3.2285714285714286,-37.81379749,144.96995745
Alfred Place,3,Friday,3.3823529411764706,-37.81379749,144.96995745
Alfred Place,3,Monday,5.294117647058823,-37.81379749,144.96995745
Alfred Place,3,Saturday,9.323529411764707,-37.81379749,144.96995745
Alfred Place,3,Sunday,16.441176470588236,-37.81379749,144.96995745
Alfred Place,3,Thursday,3.6176470588235294,-37.81379749,144.96995745
Alfred Place,3,Tuesday,2.4,-37.81379749,144.96995745
Alfred Place,3,Wednesday,3.8,-37.81379749,144.96995745
Alfred Place,4,Friday,5.382352941176471,-37.81379749,144.96995745
Alfred Place,4,Monday,5.382352941176471,-37.81379749,144.96995745
Alfred Place,4,Saturday,6.205882352941177,-37.81379749,144.96995745
Alfred Place,4,Sunday,9.470588235294118,-37.81379749,144.96995745
Alfred Place,4,Thursday,3.264705882352941,-37.81379749,144.96995745
Alfred Place,4,Tuesday,3.0285714285714285,-37.81379749,144.96995745
Alfred Place,4,Wednesday,2.5142857142857142,-37.81379749,144.96995745
Alfred Place,5,Friday,9.058823529411764,-37.81379749,144.96995745
Alfred Place,5,Monday,8.823529411764707,-37.81379749,144.96995745
Alfred Place,5,Saturday,6.911764705882353,-37.81379749,144.96995745
Alfred Place,5,Sunday,8.676470588235293,-37.81379749,144.96995745
Alfred Place,5,Thursday,9.147058823529411,-37.81379749,144.96995745
Alfred Place,5,Tuesday,10.17142857142857,-37.81379749,144.96995745
Alfred Place,5,Wednesday,10.257142857142858,-37.81379749,144.96995745
Alfred Place,6,Friday,26.558823529411764,-37.81379749,144.96995745
Alfred Place,6,Monday,26.205882352941178,-37.81379749,144.96995745
Alfred Place,6,Saturday,11.088235294117647,-37.81379749,144.96995745
Alfred Place,6,Sunday,9.617647058823529,-37.81379749,144.96995745
Alfred Place,6,Thursday,32.529411764705884,-37.81379749,144.96995745
Alfred Place,6,Tuesday,32.74285714285714,-37.81379749,144.96995745
Alfred Place,6,Wednesday,33.08571428571429,-37.81379749,144.96995745
Alfred Place,7,Friday,91.52941176470588,-37.81379749,144.96995745
Alfred Place,7,Monday,88.67647058823529,-37.81379749,144.96995745
Alfred Place,7,Saturday,33.1764705882353,-37.81379749,144.96995745
Alfred Place,7,Sunday,34.11764705882353,-37.81379749,144.96995745
Alfred Place,7,Thursday,108.23529411764706,-37.81379749,144.96995745
Alfred Place,7,Tuesday,106.62857142857143,-37.81379749,144.96995745
Alfred Place,7,Wednesday,105.62857142857143,-37.81379749,144.96995745
Alfred Place,8,Friday,217.61764705882354,-37.81379749,144.96995745
Alfred Place,8,Monday,227.02941176470588,-37.81379749,144.96995745
Alfred Place,8,Saturday,80.88235294117646,-37.81379749,144.96995745
Alfred Place,8,Sunday,77.47058823529412,-37.81379749,144.96995745
Alfred Place,8,Thursday,281.20588235294116,-37.81379749,144.96995745
Alfred Place,8,Tuesday,266.0857142857143,-37.81379749,144.96995745
Alfred Place,8,Wednesday,268.7142857142857,-37.81379749,144.96995745
Alfred Place,9,Friday,214.52941176470588,-37.81379749,144.96995745
Alfred Place,9,Monday,206.5,-37.81379749,144.96995745
Alfred Place,9,Saturday,135.64705882352942,-37.81379749,144.96995745
Alfred Place,9,Sunday,142.5,-37.81379749,144.96995745
Alfred Place,9,Thursday,246.91176470588235,-37.81379749,144.96995745
Alfred Place,9,Tuesday,235.42857142857142,-37.81379749,144.96995745
Alfred Place,9,Wednesday,237.9142857142857,-37.81379749,144.96995745
Alfred Place,10,Friday,185.7941176470588,-37.81379749,144.96995745
Alfred Place,10,Monday,174.85294117647058,-37.81379749,144.96995745
Alfred Place,10,Saturday,140.88235294117646,-37.81379749,144.96995745
Alfred Place,10,Sunday,156.41176470588235,-37.81379749,144.96995745
Alfred Place,10,Thursday,197.44117647058823,-37.81379749,144.96995745
Alfred Place,10,Tuesday,185.82857142857142,-37.81379749,144.96995745
Alfred Place,10,Wednesday,198.02857142857144,-37.81379749,144.96995745
Alfred Place,11,Friday,183.3235294117647,-37.81379749,144.96995745
Alfred Place,11,Monday,158.52941176470588,-37.81379749,144.96995745
Alfred Place,11,Saturday,124.97058823529412,-37.81379749,144.96995745
Alfred Place,11,Sunday,132.08823529411765,-37.81379749,144.96995745
Alfred Place,11,Thursday,199.44117647058823,-37.81379749,144.96995745
Alfred Place,11,Tuesday,185.28571428571428,-37.81379749,144.96995745
Alfred Place,11,Wednesday,211.65714285714284,-37.81379749,144.96995745
Alfred Place,12,Friday,337.29411764705884,-37.81379749,144.96995745
Alfred Place,12,Monday,307.61764705882354,-37.81379749,144.96995745
Alfred Place,12,Saturday,122.32352941176471,-37.81379749,144.96995745
Alfred Place,12,Sunday,103.94117647058823,-37.81379749,144.96995745
Alfred Place,12,Thursday,402.4117647058824,-37.81379749,144.96995745
Alfred Place,12,Tuesday,398.3142857142857,-37.81379749,144.96995745
Alfred Place,12,Wednesday,406.1714285714286,-37.81379749,144.96995745
Alfred Place,13,Friday,291.0882352941176,-37.81379749,144.96995745
Alfred Place,13,Monday,264.02941176470586,-37.81379749,144.96995745
Alfred Place,13,Saturday,139.97058823529412,-37.81379749,144.96995745
Alfred Place,13,Sunday,104.8529411764706,-37.81379749,144.96995745
Alfred Place,13,Thursday,349.1470588235294,-37.81379749,144.96995745
Alfred Place,13,Tuesday,336.6857142857143,-37.81379749,144.96995745
Alfred Place,13,Wednesday,348.8857142857143,-37.81379749,144.96995745
Alfred Place,14,Friday,210.05882352941177,-37.81379749,144.96995745
Alfred Place,14,Monday,162.85294117647058,-37.81379749,144.96995745
Alfred Place,14,Saturday,123.23529411764706,-37.81379749,144.96995745
Alfred Place,14,Sunday,94.47058823529412,-37.81379749,144.96995745
Alfred Place,14,Thursday,229.35294117647058,-37.81379749,144.96995745
Alfred Place,14,Tuesday,202.2,-37.81379749,144.96995745
Alfred Place,14,Wednesday,209.45714285714286,-37.81379749,144.96995745
Alfred Place,15,Friday,174.91176470588235,-37.81379749,144.96995745
Alfred Place,15,Monday,128.76470588235293,-37.81379749,144.96995745
Alfred Place,15,Saturday,139.64705882352942,-37.81379749,144.96995745
Alfred Place,15,Sunday,88.08823529411765,-37.81379749,144.96995745
Alfred Place,15,Thursday,177.76470588235293,-37.81379749,144.96995745
Alfred Place,15,Tuesday,167.42857142857142,-37.81379749,144.96995745
Alfred Place,15,Wednesday,167.05714285714285,-37.81379749,144.96995745
Alfred Place,16,Friday,189.3235294117647,-37.81379749,144.96995745
Alfred Place,16,Monday,135.11764705882354,-37.81379749,144.96995745
Alfred Place,16,Saturday,140.0,-37.81379749,144.96995745
Alfred Place,16,Sunday,85.97058823529412,-37.81379749,144.96995745
Alfred Place,16,Thursday,191.1764705882353,-37.81379749,144.96995745
Alfred Place,16,Tuesday,161.62857142857143,-37.81379749,144.96995745
Alfred Place,16,Wednesday,180.37142857142857,-37.81379749,144.96995745
Alfred Place,17,Friday,249.26470588235293,-37.81379749,144.96995745
Alfred Place,17,Monday,179.47058823529412,-37.81379749,144.96995745
Alfred Place,17,Saturday,172.8235294117647,-37.81379749,144.96995745
Alfred Place,17,Sunday,90.17647058823529,-37.81379749,144.96995745
Alfred Place,17,Thursday,270.3235294117647,-37.81379749,144.96995745
Alfred Place,17,Tuesday,236.22857142857143,-37.81379749,144.96995745
Alfred Place,17,Wednesday,250.54285714285714,-37.81379749,144.96995745
Alfred Place,18,Friday,192.73529411764707,-37.81379749,144.96995745
Alfred Place,18,Monday,121.3529411764706,-37.81379749,144.96995745
Alfred Place,18,Saturday,166.44117647058823,-37.81379749,144.96995745
Alfred Place,18,Sunday,92.73529411764706,-37.81379749,144.96995745
Alfred Place,18,Thursday,183.8235294117647,-37.81379749,144.96995745
Alfred Place,18,Tuesday,161.45714285714286,-37.81379749,144.96995745
Alfred Place,18,Wednesday,169.74285714285713,-37.81379749,144.96995745
Alfred Place,19,Friday,129.11764705882354,-37.81379749,144.96995745
Alfred Place,19,Monday,63.794117647058826,-37.81379749,144.96995745
Alfred Place,19,Saturday,129.1764705882353,-37.81379749,144.96995745
Alfred Place,19,Sunday,70.52941176470588,-37.81379749,144.96995745
Alfred Place,19,Thursday,98.61764705882354,-37.81379749,144.96995745
Alfred Place,19,Tuesday,81.8,-37.81379749,144.96995745
Alfred Place,19,Wednesday,91.02857142857142,-37.81379749,144.96995745
Alfred Place,20,Friday,107.76470588235294,-37.81379749,144.96995745
Alfred Place,20,Monday,49.470588235294116,-37.81379749,144.96995745
Alfred Place,20,Saturday,108.73529411764706,-37.81379749,144.96995745
Alfred Place,20,Sunday,56.088235294117645,-37.81379749,144.96995745
Alfred Place,20,Thursday,71.32352941176471,-37.81379749,144.96995745
Alfred Place,20,Tuesday,55.91428571428571,-37.81379749,144.96995745
Alfred Place,20,Wednesday,63.57142857142857,-37.81379749,144.96995745
Alfred Place,21,Friday,99.08823529411765,-37.81379749,144.96995745
Alfred Place,21,Monday,34.470588235294116,-37.81379749,144.96995745
Alfred Place,21,Saturday,102.44117647058823,-37.81379749,144.96995745
Alfred Place,21,Sunday,46.38235294117647,-37.81379749,144.96995745
Alfred Place,21,Thursday,59.029411764705884,-37.81379749,144.96995745
Alfred Place,21,Tuesday,41.142857142857146,-37.81379749,144.96995745
Alfred Place,21,Wednesday,52.457142857142856,-37.81379749,144.96995745
Alfred Place,22,Friday,85.61764705882354,-37.81379749,144.96995745
Alfred Place,22,Monday,26.735294117647058,-37.81379749,144.96995745
Alfred Place,22,Saturday,87.08823529411765,-37.81379749,144.96995745
Alfred Place,22,Sunday,32.705882352941174,-37.81379749,144.96995745
Alfred Place,22,Thursday,54.294117647058826,-37.81379749,144.96995745
Alfred Place,22,Tuesday,34.82857142857143,-37.81379749,144.96995745
Alfred Place,22,Wednesday,40.8,-37.81379749,144.96995745
Alfred Place,23,Friday,69.55882352941177,-37.81379749,144.96995745
Alfred Place,23,Monday,17.235294117647058,-37.81379749,144.96995745
Alfred Place,23,Saturday,84.47058823529412,-37.81379749,144.96995745
Alfred Place,23,Sunday,28.558823529411764,-37.81379749,144.96995745
Alfred Place,23,Thursday,42.73529411764706,-37.81379749,144.96995745
Alfred Place,23,Tuesday,23.8,-37.81379749,144.96995745
Alfred Place,23,Wednesday,25.314285714285713,-37.81379749,144.96995745
Birrarung Marr,0,Friday,70.75,-37.81862929,144.97169395
Birrarung Marr,0,Monday,26.5,-37.81862929,144.97169395
Birrarung Marr,0,Saturday,349.2,-37.81862929,144.97169395
Birrarung Marr,0,Sunday,344.25,-37.81862929,144.97169395
Birrarung Marr,0,Thursday,107.5,-37.81862929,144.97169395
Birrarung Marr,0,Tuesday,193.0,-37.81862929,144.97169395
Birrarung Marr,0,Wednesday,183.33333333333334,-37.81862929,144.97169395
Birrarung Marr,1,Friday,5.75,-37.81862929,144.97169395
Birrarung Marr,1,Monday,252.5,-37.81862929,144.97169395
Birrarung Marr,1,Saturday,48.4,-37.81862929,144.97169395
Birrarung Marr,1,Sunday,11.0,-37.81862929,144.97169395
Birrarung Marr,1,Thursday,15.5,-37.81862929,144.97169395
Birrarung Marr,1,Tuesday,20.333333333333332,-37.81862929,144.97169395
Birrarung Marr,1,Wednesday,90.66666666666667,-37.81862929,144.97169395
Birrarung Marr,2,Friday,1.25,-37.81862929,144.97169395
Birrarung Marr,2,Monday,117.0,-37.81862929,144.97169395
Birrarung Marr,2,Saturday,33.6,-37.81862929,144.97169395
Birrarung Marr,2,Sunday,3.25,-37.81862929,144.97169395
Birrarung Marr,2,Thursday,5.75,-37.81862929,144.97169395
Birrarung Marr,2,Tuesday,29.0,-37.81862929,144.97169395
Birrarung Marr,2,Wednesday,0.6666666666666666,-37.81862929,144.97169395
Birrarung Marr,3,Friday,1.5,-37.81862929,144.97169395
Birrarung Marr,3,Monday,3.0,-37.81862929,144.97169395
Birrarung Marr,3,Saturday,11.0,-37.81862929,144.97169395
Birrarung Marr,3,Sunday,2.5,-37.81862929,144.97169395
Birrarung Marr,3,Thursday,3.5,-37.81862929,144.97169395
Birrarung Marr,3,Tuesday,14.0,-37.81862929,144.97169395
Birrarung Marr,3,Wednesday,1.0,-37.81862929,144.97169395
Birrarung Marr,4,Friday,11.5,-37.81862929,144.97169395
Birrarung Marr,4,Monday,13.5,-37.81862929,144.97169395
Birrarung Marr,4,Saturday,10.2,-37.81862929,144.97169395
Birrarung Marr,4,Sunday,7.5,-37.81862929,144.97169395
Birrarung Marr,4,Thursday,5.25,-37.81862929,144.97169395
Birrarung Marr,4,Tuesday,12.0,-37.81862929,144.97169395
Birrarung Marr,4,Wednesday,5.333333333333333,-37.81862929,144.97169395
Birrarung Marr,5,Friday,15.75,-37.81862929,144.97169395
Birrarung Marr,5,Monday,12.0,-37.81862929,144.97169395
Birrarung Marr,5,Saturday,15.6,-37.81862929,144.97169395
Birrarung Marr,5,Sunday,10.75,-37.81862929,144.97169395
Birrarung Marr,5,Thursday,13.0,-37.81862929,144.97169395
Birrarung Marr,5,Tuesday,16.666666666666668,-37.81862929,144.97169395
Birrarung Marr,5,Wednesday,10.0,-37.81862929,144.97169395
Birrarung Marr,6,Friday,40.0,-37.81862929,144.97169395
Birrarung Marr,6,Monday,45.0,-37.81862929,144.97169395
Birrarung Marr,6,Saturday,23.0,-37.81862929,144.97169395
Birrarung Marr,6,Sunday,26.25,-37.81862929,144.97169395
Birrarung Marr,6,Thursday,35.0,-37.81862929,144.97169395
Birrarung Marr,6,Tuesday,46.666666666666664,-37.81862929,144.97169395
Birrarung Marr,6,Wednesday,36.666666666666664,-37.81862929,144.97169395
Birrarung Marr,7,Friday,82.5,-37.81862929,144.97169395
Birrarung Marr,7,Monday,69.5,-37.81862929,144.97169395
Birrarung Marr,7,Saturday,48.4,-37.81862929,144.97169395
Birrarung Marr,7,Sunday,60.25,-37.81862929,144.97169395
Birrarung Marr,7,Thursday,65.0,-37.81862929,144.97169395
Birrarung Marr,7,Tuesday,96.0,-37.81862929,144.97169395
Birrarung Marr,7,Wednesday,79.0,-37.81862929,144.97169395
Birrarung Marr,8,Friday,127.0,-37.81862929,144.97169395
Birrarung Marr,8,Monday,133.0,-37.81862929,144.97169395
Birrarung Marr,8,Saturday,95.2,-37.81862929,144.97169395
Birrarung Marr,8,Sunday,126.25,-37.81862929,144.97169395
Birrarung Marr,8,Thursday,128.75,-37.81862929,144.97169395
