Description,Co-ordinates,lat,lon
Drinking Fountain - Drinking Fountain - Monument Style Type 5,"(-37.78528312570061, 144.96618877508342)",-37.78528312570061,144.96618877508342
Drinking Fountain - Drinking Fountain - Type 1,"(-37.81956008903184, 144.96060041327848)",-37.81956008903184,144.96060041327848
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.812116364293914, 144.96242655579448)",-37.812116364293914,144.96242655579448
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.811115148970096, 144.96662794395766)",-37.811115148970096,144.96662794395766
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Neill Street Reserve,"(-37.794860401126186, 144.97032531494713)",-37.794860401126186,144.97032531494713
Drinking Fountain - Drinking Fountain - Type 1,"(-37.806116903955164, 144.9571333967204)",-37.806116903955164,144.9571333967204
Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,"(-37.81933413777128, 144.96443696866604)",-37.81933413777128,144.96443696866604
Drinking Fountain - Leaf Type - Dog Bowl  - Fawkner Park,"(-37.8452141594852, 144.98256140204748)",-37.8452141594852,144.98256140204748
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.81047950700537, 144.96434622822136)",-37.81047950700537,144.96434622822136
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.797011044237784, 144.96719442537855)",-37.797011044237784,144.96719442537855
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.817347815583766, 144.9877967436974)",-37.817347815583766,144.9877967436974
Drinking Fountain - Leaf Type - Dog Bowl  - Fitzroy Gardens,"(-37.815691536791896, 144.98226715782863)",-37.815691536791896,144.98226715782863
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Hawke and Adderley Street Park,"(-37.80873006707316, 144.945010465895)",-37.80873006707316,144.945010465895
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.81601000604859, 144.97270242239682)",-37.81601000604859,144.97270242239682
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bellair Street Reserve,"(-37.795526766864704, 144.93075415955866)",-37.795526766864704,144.93075415955866
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fawkner Park,"(-37.84249232047023, 144.9843961780638)",-37.84249232047023,144.9843961780638
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"(-37.815397268275994, 144.94056198429413)",-37.815397268275994,144.94056198429413
Drinking Fountain - Leaf Type - Dog Bowl  - Clayton Reserve,"(-37.79581789599728, 144.93892278396697)",-37.79581789599728,144.93892278396697
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.81884561014748, 144.94837757274016)",-37.81884561014748,144.94837757274016
Drinking Fountain - Drinking Fountain - Type 1,"(-37.81522141134258, 144.96172628554172)",-37.81522141134258,144.96172628554172
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.8148665286666, 144.979341237583)",-37.8148665286666,144.979341237583
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.82000241423202, 144.9437625580217)",-37.82000241423202,144.9437625580217
Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,"(-37.82050899334054, 144.94485852337164)",-37.82050899334054,144.94485852337164
Drinking Fountain - Drinking Fountain - Type 2 - Birrarung Marr,"(-37.818466012455424, 144.97388211503446)",-37.818466012455424,144.97388211503446
Drinking Fountain - Drinking Fountain - Monument Style Type 2,"(-37.79825505675542, 144.9705660670761)",-37.79825505675542,144.9705660670761
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.81841607031649, 144.94658139539987)",-37.81841607031649,144.94658139539987
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.800491981075275, 144.96374391208968)",-37.800491981075275,144.96374391208968
Drinking Fountain - Treated Timber Drinking Fountain - Neill & Canning Street Reserve (CARLTON),"(-37.79332999851195, 144.97374160438724)",-37.79332999851195,144.97374160438724
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,"(-37.8334339089649, 144.98151523466336)",-37.8334339089649,144.98151523466336
Drinking fountain - Historic or Heritage Drinking Fountains - Boyd Community Hub (SOUTHBANK),"(-37.82553356070186, 144.96099800648864)",-37.82553356070186,144.96099800648864
Drinking Fountain - Treated Timber Drinking Fountain - Batman Park,"(-37.82220232720067, 144.956603131736)",-37.82220232720067,144.956603131736
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.82024273028081, 144.95962780503942)",-37.82024273028081,144.95962780503942
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.793822787803755, 144.958038101861)",-37.793822787803755,144.958038101861
Drinking Fountain - Drinking Fountain - Type 1,"(-37.81099949197208, 144.99096539168528)",-37.81099949197208,144.99096539168528
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.78533232662653, 144.9534737646951)",-37.78533232662653,144.9534737646951
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.81237811232576, 144.96521212904446)",-37.81237811232576,144.96521212904446
Drinking Fountain - Treated Timber Drinking Fountain - Flagstaff Gardens,"(-37.809792956338455, 144.95510199726527)",-37.809792956338455,144.95510199726527
Drinking Fountain - Stainless Steel Drinking Fountain - Northbank Type,"(-37.82022017744959, 144.94480746086566)",-37.82022017744959,144.94480746086566
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.817906690815356, 144.96632571147111)",-37.817906690815356,144.96632571147111
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.8188136383738, 144.942903892035)",-37.8188136383738,144.942903892035
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.807115639803214, 144.95593164435638)",-37.807115639803214,144.95593164435638
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.83463602099828, 144.97488441712127)",-37.83463602099828,144.97488441712127
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.78073096453612, 144.95108741208116)",-37.78073096453612,144.95108741208116
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.81506309138495, 144.96899203807533)",-37.81506309138495,144.96899203807533
Drinking Fountain - Unknown,"(-37.822177747738806, 144.93826895163244)",-37.822177747738806,144.93826895163244
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Grant Street Reserve,"(-37.826019122772884, 144.96821302911962)",-37.826019122772884,144.96821302911962
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.82449321904346, 144.945698116347)",-37.82449321904346,144.945698116347
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.818037935423334, 144.9566252834487)",-37.818037935423334,144.9566252834487
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fitzroy Gardens,"(-37.813586967977756, 144.9803405398592)",-37.813586967977756,144.9803405398592
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.81232314728076, 144.98893301349375)",-37.81232314728076,144.98893301349375
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"(-37.82122088208344, 144.94418531958326)",-37.82122088208344,144.94418531958326
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Fawkner Park,"(-37.840591031294394, 144.9842020334054)",-37.840591031294394,144.9842020334054
Drinking fountain - Historic or Heritage Drinking Fountains - Victoria Green,"(-37.82012801999004, 144.94484546150136)",-37.82012801999004,144.94484546150136
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Reeves Street Park,"(-37.79376491305337, 144.97024082502696)",-37.79376491305337,144.97024082502696
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Neill Street Reserve,"(-37.795594738274296, 144.9691367333386)",-37.795594738274296,144.9691367333386
Drinking fountain - Historic or Heritage Drinking Fountains - Warun Biik Park,"(-37.79622591094481, 144.92675323715673)",-37.79622591094481,144.92675323715673
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,"(-37.82514308986054, 144.97830100199906)",-37.82514308986054,144.97830100199906
Drinking Fountain - Leaf Type - Dog Bowl  - Clayton Reserve,"(-37.79690982991827, 144.93887017448856)",-37.79690982991827,144.93887017448856
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Carlton Gardens South,"(-37.80596124931496, 144.97143107579004)",-37.80596124931496,144.97143107579004
Drinking Fountain - Drinking Fountain - Type 1,"(-37.79206873155685, 144.9297513827727)",-37.79206873155685,144.9297513827727
Drinking Fountain - Drinking Fountain - Type 1,"(-37.79125129687361, 144.93147576642454)",-37.79125129687361,144.93147576642454
Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,"(-37.79166434549512, 144.95175691050537)",-37.79166434549512,144.95175691050537
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.8163642527943, 144.95539891425878)",-37.8163642527943,144.95539891425878
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Kings Domain South,"(-37.828809493040296, 144.97413127261856)",-37.828809493040296,144.97413127261856
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.82099191418598, 144.9617423793966)",-37.82099191418598,144.9617423793966
Drinking Fountain - Treated Timber Drinking Fountain - Ievers Reserve,"(-37.79686727949099, 144.952046464975)",-37.79686727949099,144.952046464975
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Ron Barassi Senior Park,"(-37.81714667057808, 144.93410355599931)",-37.81714667057808,144.93410355599931
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.80774274876369, 144.96308654177773)",-37.80774274876369,144.96308654177773
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.8213916576197, 144.94536775680646)",-37.8213916576197,144.94536775680646
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.803371100927336, 144.96636401763817)",-37.803371100927336,144.96636401763817
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.813892178607055, 144.9641120868484)",-37.813892178607055,144.9641120868484
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.82034342836768, 144.94031908099987)",-37.82034342836768,144.94031908099987
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.813705889407565, 144.9749027278744)",-37.813705889407565,144.9749027278744
Drinking fountain - Historic or Heritage Drinking Fountains - Shrine Gardens,"(-37.83249800027375, 144.97285892460977)",-37.83249800027375,144.97285892460977
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Alexandra Gardens,"(-37.82072500491043, 144.97068041637496)",-37.82072500491043,144.97068041637496
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.80633683559588, 144.9590744803669)",-37.80633683559588,144.9590744803669
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.814286786699014, 144.94481901237222)",-37.814286786699014,144.94481901237222
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.786067144628724, 144.96306993513306)",-37.786067144628724,144.96306993513306
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.81437201868546, 144.96613327636365)",-37.81437201868546,144.96613327636365
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Princes Park,"(-37.78098685657206, 144.962456506622)",-37.78098685657206,144.962456506622
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"(-37.813427946638626, 144.94277418583766)",-37.813427946638626,144.94277418583766
Drinking Fountain - Drinking Fountain - Type 1,"(-37.79515817674436, 144.9710380792056)",-37.79515817674436,144.9710380792056
Drinking Fountain - Drinking Fountain - Type 2 - Stock Route Reserve (KENSINGTON),"(-37.78858107833513, 144.9262313297776)",-37.78858107833513,144.9262313297776
Drinking Fountain - Drinking Fountain - Monument Style Type 3,"(-37.81840304050843, 144.97885934809221)",-37.81840304050843,144.97885934809221
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.81649090115357, 144.98515748991457)",-37.81649090115357,144.98515748991457
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.82120300569749, 144.9464400812558)",-37.82120300569749,144.9464400812558
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Royal Park,"(-37.777124890749405, 144.95150670643167)",-37.777124890749405,144.95150670643167
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Alexandra Gardens,"(-37.82087796877212, 144.97293196853022)",-37.82087796877212,144.97293196853022
Drinking Fountain - Leaf Type - Dog Bowl  - Fawkner Park,"(-37.8386331437282, 144.97805941362765)",-37.8386331437282,144.97805941362765
Drinking Fountain - Leaf Type - Dog Bowl  - Fawkner Park,"(-37.837913044811074, 144.9818740242421)",-37.837913044811074,144.9818740242421
Drinking Fountain - Drinking Fountain - Type 1,"(-37.8060370483463, 144.95639004511094)",-37.8060370483463,144.95639004511094
Drinking Fountain - Drinking Fountain - Type 1,"(-37.82018203006011, 144.96060794598628)",-37.82018203006011,144.96060794598628
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Eastwood and Rankins Park,"(-37.79407412774661, 144.93082898880024)",-37.79407412774661,144.93082898880024
Drinking Fountain - Drinking Fountain - Lygon St Type,"(-37.79775185327968, 144.96744736482998)",-37.79775185327968,144.96744736482998
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.802013714097406, 144.95783228776227)",-37.802013714097406,144.95783228776227
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.807863918393416, 144.96107434937468)",-37.807863918393416,144.96107434937468
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fitzroy Gardens,"(-37.81030304680633, 144.9786636062916)",-37.81030304680633,144.9786636062916
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.81607983975034, 144.93862697161046)",-37.81607983975034,144.93862697161046
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.81553989313365, 144.95836642425357)",-37.81553989313365,144.95836642425357
Drinking Fountain - Leaf Type - Dog Bowl  - Railway Place And Miller Street Reserve,"(-37.80566602896913, 144.94256675118035)",-37.80566602896913,144.94256675118035
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.81328717472797, 144.9892411598799)",-37.81328717472797,144.9892411598799
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Argyle Square,"(-37.80262121799853, 144.96563804631617)",-37.80262121799853,144.96563804631617
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.80530265416531, 144.96955831322754)",-37.80530265416531,144.96955831322754
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.815447719564624, 144.96705501075527)",-37.815447719564624,144.96705501075527
Drinking Fountain - Leaf Type - Dog Bowl - Fawkner Park,"(-37.839918521598555, 144.9812959600913)",-37.839918521598555,144.9812959600913
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.814436444048496, 144.97774297882825)",-37.814436444048496,144.97774297882825
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.81378184056998, 144.94225864282328)",-37.81378184056998,144.94225864282328
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Parliament Reserve,"(-37.80980631970157, 144.97383443627947)",-37.80980631970157,144.97383443627947
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.802215372127485, 144.96301319081624)",-37.802215372127485,144.96301319081624
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fitzroy Gardens,"(-37.81367564418339, 144.98268520584864)",-37.81367564418339,144.98268520584864
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.82039536598253, 144.94148537021343)",-37.82039536598253,144.94148537021343
Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,"(-37.82087279535316, 144.94185586107258)",-37.82087279535316,144.94185586107258
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Parkville Gardens,"(-37.779553322018664, 144.93984653851456)",-37.779553322018664,144.93984653851456
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"(-37.815558943545426, 144.93989772357784)",-37.815558943545426,144.93989772357784
Drinking fountain - unspecified type - Gardiner Reserve,"(-37.7989933421049, 144.94335952463908)",-37.7989933421049,144.94335952463908
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Royal Park,"(-37.78144167402145, 144.95595472988092)",-37.78144167402145,144.95595472988092
Drinking fountain - Historic or Heritage Drinking Fountains - Shrine Gardens,"(-37.832243003760865, 144.97302849826244)",-37.832243003760865,144.97302849826244
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Queen Victoria Gardens,"(-37.82249308106257, 144.97114401537564)",-37.82249308106257,144.97114401537564
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Fitzroy Gardens,"(-37.81165168802, 144.98072416956458)",-37.81165168802,144.98072416956458
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,"(-37.81276680167682, 144.9815543655956)",-37.81276680167682,144.9815543655956
Drinking fountain - Historic or Heritage fountains - Royal Park,"(-37.78205389103602, 144.95697021635434)",-37.78205389103602,144.95697021635434
